기준 일자,정류소 명,정류소 번호,정류소 ID,권역,행정동 명,X 좌표,위도,Y 좌표,경도
20260228,가정(루원시티)역,89075,168001075,서구,가정1동,171129.2687,126.6741868,446970.2768,37.52451769
20260228,가정(루원시티)역,89078,168001078,서구,가정1동,171091.862,126.6737614,447027.9201,37.52503587
20260228,가정(루원시티)역,89050,168001050,서구,가정1동,171150.8643,126.6744306,446984.6686,37.52464803
20260228,가정(루원시티)역,89051,168001051,서구,가정1동,171206.8159,126.6750625,447010.4335,37.52488192
20260228,가정3동성당,42226,168000226,서구,가정3동,171839.3013,126.6822431,446341.3862,37.51887349
20260228,가정LH3단지정문앞,89041,168001041,서구,가정1동,170397.8644,126.6658834,447702.4851,37.53109151
20260228,가정고등학교,42200,168000200,서구,석남3동,171532.934,126.6788034,445676.8314,37.51287655
20260228,가정고등학교,42203,168000203,서구,가정3동,171550.0303,126.6789964,445688.1365,37.51297893
20260228,가정교,89502,168001502,서구,청라동,170188.2787,126.6634793,448511.5006,37.5383738
20260228,가정교,89503,168001503,서구,청라동,170148.7958,126.6630345,448465.5066,37.53795812
20260228,가정교차로,89391,168001391,서구,가정1동,170757.0692,126.669976,446980.3392,37.5245966
20260228,가정교차로,89390,168001390,서구,가정1동,170765.4172,126.6700681,447038.1861,37.52511806
20260228,가정동성당,89102,168001102,서구,신현원창동,170122.7971,126.6628067,446837.3017,37.52328751
20260228,가정동성당,89105,168001105,서구,신현원창동,170086.5559,126.6623954,446870.218,37.5235829
20260228,가정보금자리,89120,168001120,서구,가정1동,170117.5979,126.6627243,447415.1402,37.52849354
20260228,가정보금자리,89119,168001119,서구,가정1동,170110.9531,126.6626533,447313.2236,37.52757508
20260228,가정여자중학교,42041,168000041,서구,가좌4동,172125.9858,126.6856304,442537.3558,37.48460847
20260228,가정여자중학교,89527,168001527,서구,가좌동,172145.5499,126.6858513,442545.2013,37.48467975
20260228,가정여중입구,89303,168001303,서구,가좌4동,172113.7368,126.6854823,442791.9112,37.48690161
20260228,가정중앙시장역,42219,168000219,서구,가정1동,171348.8233,126.6766994,446232.1236,37.51787392
20260228,가정중앙시장역,42215,168000215,서구,가정1동,171372.9895,126.6769745,446185.9096,37.5174583
20260228,가정택지삼거리,89386,168001386,서구,가정1동,170146.2143,126.6630306,447843.7156,37.53235584
20260228,가정택지삼거리,89385,168001385,서구,가정1동,170105.5946,126.6625711,447843.5965,37.53235345
20260228,가정휴먼시아3단지,89186,168001186,서구,가정1동,170350.2032,126.6653494,447572.9236,37.52992266
20260228,가정휴먼시아3단지,89187,168001187,서구,가정1동,170340.3941,126.6652376,447592.5375,37.53009906
20260228,가좌2동행정복지센터,42076,168000076,서구,가좌2동,172023.5561,126.6844456,443238.6178,37.49092365
20260228,가좌2동행정복지센터,42073,168000073,서구,가좌2동,172016.2285,126.6843631,443228.2429,37.49082995
20260228,가좌3동행정복지센터,42075,168000075,서구,가좌3동,171647.7673,126.6801911,443377.766,37.49216587
20260228,가좌4동행정복지센터,42062,168000062,서구,가좌4동,171982.4944,126.6839893,443027.5994,37.48902115
20260228,가좌고등학교,42061,168000061,서구,가좌3동,171637.3052,126.680081,443163.529,37.49023531
20260228,가좌고등학교,42060,168000060,서구,가좌2동,171664.3228,126.6803868,443155.5463,37.49016422
20260228,가좌공단,42945,168000945,서구,가좌1동,169016.2553,126.6504233,443661.2043,37.49463493
20260228,가좌공단,42526,168000526,서구,가좌1동,168951.5722,126.6496927,443642.6559,37.49446564
20260228,가좌교회,42057,168000057,서구,가좌2동,171863.8283,126.6826488,442995.5379,37.48872867
20260228,가좌교회,42055,168000055,서구,가좌4동,171820.0548,126.6821557,442948.7408,37.4883057
20260228,가좌녹지공원,42029,168000029,서구,가좌4동,172208.3915,126.6865719,442277.4964,37.48226966
20260228,가좌녹지공원,42030,168000030,서구,가좌4동,172171.6103,126.6861563,442271.3994,37.48221362
20260228,가좌농협,42066,168000066,서구,가좌1동,170891.2017,126.6716291,443556.3288,37.49375112
20260228,가좌농협,42067,168000067,서구,가좌1동,170874.8524,126.6714437,443569.4934,37.49386922
20260228,가좌동차고,42939,168000939,서구,가좌1동,169077.3015,126.6511256,443376.6246,37.49207297
20260228,가좌동차고지,42522,168000522,서구,가좌1동,168961.2752,126.6498117,443422.7419,37.49248458
20260228,가좌두산위브104동앞,42090,168000090,서구,가좌4동,172251.4732,126.6870173,443381.5789,37.4922186
20260228,가좌사거리,42043,168000043,서구,가좌4동,171654.5113,126.6802913,442755.8876,37.48656304
20260228,가좌사거리,42044,168000044,서구,가좌4동,171676.2969,126.680537,442773.5438,37.48672279
20260228,가좌진주아파트,42100,168000100,서구,가좌3동,171852.3369,126.6824909,443726.78,37.49531671
20260228,가좌체육공원,42058,168000058,서구,가좌2동,171986.7454,126.6840402,442953.6753,37.48835524
20260228,가좌초등학교,42070,168000070,서구,가좌4동,172083.2113,126.6851241,443135.464,37.48999606
20260228,가좌초등학교,42069,168000069,서구,가좌2동,172059.471,126.6848551,443148.0449,37.49010869
