facility_id,facility_name,district,address,observation_count,source_count,source_datasets,category_details,observation_ids,match_rule
fac_0a1af0be76767d93,푸른빛노인복지센터,계양구,"인천광역시 계양구 경명대로 1138, 302호(계산동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_153aa83a9f6309a1 | obs_7a71a389232e854c | obs_9be3c4eeda2e5a5d | obs_ee83c335b631136d,exact_normalized_district_name_address
fac_0a2572b94f19a682,간호돌봄재가복지센터,서구,"인천광역시 서구 고산후로 97, 402호 (당하동)",4,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_34325df7895d93f0 | obs_7f00cacbaadcc344 | obs_8d981729c63394ba | obs_a54f00d3d317f465,exact_normalized_district_name_address
fac_0a35cbd9e2f99b89,힘찬실버요양원,미추홀구,인천광역시 미추홀구 경인로33번길 22 (숭의동),3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,obs_464242aef0a4c09f | obs_5ff999bcc665cd6b | obs_e1f2e9354dd3e2c7,exact_normalized_district_name_address
fac_0a46bd53b20e1621,연수구재가노인복지센터,연수구,"인천광역시 연수구 함박뫼로 194 (연수동, 연수구노인복지관)",2,1,incheon_elderly,방문요양 | 재가노인지원서비스,obs_85a384799f0387d2 | obs_a29d718c43fa1c1c,exact_normalized_district_name_address
fac_0a48d82be4937a84,강화재가복지센터,강화군,인천광역시 강화군 강화읍 강화대로216번길 51-7 2층 (강화읍),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_49ec10af83ebfed1 | obs_9feabce373a1acef,exact_normalized_district_name_address
fac_0a4a518fb5f3db44,친절한노인복지센터,남동구,"인천광역시 남동구 구월말로120번길 15,1층",2,1,incheon_elderly,방문목욕 | 방문요양,obs_6b7af705a4b96a05 | obs_8c045ff42b6e4517,exact_normalized_district_name_address
fac_0a5c92c9e1e1ca29,(주)우리재가복지센터,부평구,"인천광역시 부평구 안남로 79, 2층 (부평동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_094ad94d4e6ca3e8 | obs_75b5a117bffc643d,exact_normalized_district_name_address
fac_0ae5b9c80509c81a,더사랑노인복지지원센터,서구,"인천광역시 서구 고산후로121번길 25 5층502-2호 (원당동, 제일프라자)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0446ccaa6a86c329 | obs_bbdbf7c9f80a04fd,exact_normalized_district_name_address
fac_0b1a13e8bd33d351,은광원,부평구,인천광역시 부평구 마분로 8(부개동),2,2,incheon_disabled_residential | incheon_welfare,생활시설 / 지체 | 장애인거주시설(법인),obs_2a920061f9b7484b | obs_893a113524a9c80b,exact_normalized_district_name_address
fac_0b25b28a78f41a6e,논현명품요양원,남동구,"인천광역시 남동구 앵고개로934번길 5, 301, 302호 (논현동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_1723b57bd80bfd29 | obs_a8b53082d79e1d6c,exact_normalized_district_name_address
fac_0b665e5f9919fe95,협동조합 국제토탈케어협회,남동구,"인천광역시 남동구 구월남로 163, B01호 (구월동)",6,2,incheon_elderly | nhis_ltc,방문간호 | 방문목욕 | 방문요양 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0b60426736dcf33b | obs_3a91260a6716916f | obs_61c36f483bfb2bdd | obs_81d68d4962e7d5c9 | obs_8709363827320c10 | obs_a07fe8e5f50cb288,exact_normalized_district_name_address
fac_0b71dee453444e35,똑똑한기억지킴주간보호,강화군,인천광역시 강화군 송해면 전망대로468번길 12-41,2,1,incheon_elderly,방문목욕 | 주야간보호,obs_3133a9aca5f1a381 | obs_74912fe77e6eb5a6,exact_normalized_district_name_address
fac_0b732c528ff199bd,그린노인재가복지센터,남동구,"인천광역시 남동구 호구포로 294-1 204호 (논현동, 논현주공아파트 제종합상가동)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_ad55c2840fddf19f | obs_e2b7fcaeac26ee93,exact_normalized_district_name_address
fac_0b79d13eee040121,부모사랑노인복지센터,미추홀구,"인천광역시 미추홀구 숙골로8번길 38, 103호 (도화동)",8,2,incheon_elderly | nhis_ltc,방문간호 | 방문목욕 | 방문요양 | 복지용구 | 재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 복지용구,obs_2880833672ae8e62 | obs_2880af765c131f54 | obs_66af421ee047a950 | obs_abc43ecc7463b761 | obs_b4ee6c939694cb5f | obs_b757b0e8e247a18d | obs_c2dff97da2e3a113 | obs_ebe1262b7ba2c384,exact_normalized_district_name_address
fac_0b86cdeb3ab6b645,복지콜요양원,서구,인천광역시 서구 원당대로 819번길 7-5(원당동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_64dd2b649956c51e | obs_dd5ccfa8d3c77290,exact_normalized_district_name_address
fac_0b89704566de519f,구세군 남동 평강의 마을,남동구,인천광역시 남동구 고잔로 20 (고잔동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_46e46c84f438a7af | obs_bb55e6305b2d69ca,exact_normalized_district_name_address
fac_0b9b7b5631663a9b,디엠디케이노인복지센터,남동구,"인천광역시 남동구 구월로40번길 13, 2층 (간석동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_8c718c0e6f583d03 | obs_a45f372d34d34f45 | obs_b8ac3a751a866658 | obs_dd6ba55f01bd37d1,exact_normalized_district_name_address
fac_0bacd8c572f528b2,예원노인복지센터,서구,인천광역시 서구 건지로284번길 15 2층205호 (가좌동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_142ad9d34f75e708 | obs_4e5a6579fc8d8faa | obs_9d013541d2ca8462 | obs_ad3df1c30d75e615,exact_normalized_district_name_address
fac_0baf9f4c84e4a4f3,라이프케어노인복지센터,계양구,인천광역시 계양구 장제로 731(작전동),2,1,incheon_elderly,방문목욕 | 방문요양,obs_c7836c1e4caa1bff | obs_fb2bda902e601e88,exact_normalized_district_name_address
fac_0bb97bdbe9cc3834,다솜노인복지센터,남동구,"인천광역시 남동구 경인로 742, 202호 (간석동, 대진빌딩)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양,obs_0538c98b56fd6c50 | obs_d896e561166f2ccb,exact_normalized_district_name_address
fac_0bde988a8ea2e98c,지안노인주간보호센터,미추홀구,"인천광역시 미추홀구 석정로 409, 202호 (주안동, 동아프라자)",3,3,incheon_elderly | michuhol_elderly | nhis_ltc,재가노인복지시설 | 재가노인복지시설 주야간보호 | 주야간보호,obs_6a67360b0f947ea6 | obs_83665d66cbb3e62e | obs_a7ba30d00e0a4a79,exact_normalized_district_name_address
fac_0bee3c317be48d1d,사랑재가노인복지센터,연수구,인천광역시 연수구 원인재로 88 (대우삼환아파트 117동 401호),2,1,incheon_elderly,방문목욕 | 방문요양,obs_6b8384b0cace1a0e | obs_ed1631f3f477bb0d,exact_normalized_district_name_address
fac_0c1f4de061158b60,다시봄날복지센터,부평구,"인천광역시 부평구 부영로189번길 51, 2층 203,211호 (산곡동)",7,2,incheon_elderly | nhis_ltc,방문간호 | 방문목욕 | 방문요양 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호,obs_47840b677d45ceb8 | obs_4b061a02e77a2d32 | obs_56facc4891f04ded | obs_8433bcb46abf21f4 | obs_cd919afb6466e779 | obs_cf72f896e75c13f6 | obs_e6b677140739096b,exact_normalized_district_name_address
fac_0c43fa4e0a2223c9,하나재가노인복지센터,서구,"인천광역시 서구 청마로19번길 21, 503-1호 (당하동, 성주빌딩)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1bd3546f42bc6639 | obs_303359f30d64a109 | obs_84bbb946eae5b6af | obs_c5b152a732ac0358,exact_normalized_district_name_address
fac_0c9beaa11167184a,365인천노인주야간보호센터,미추홀구,"인천광역시 미추홀구 주안로 219, 2층 (주안동)",2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_e78a0ef817cab567 | obs_fb1b4d814e4def48,exact_normalized_district_name_address
fac_0cbeb9c72518eeae,평강요양원,남동구,인천광역시 남동구 앵고개로 928 (논현동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_23964e67e1861422 | obs_61e2ac0b7ee7017f,exact_normalized_district_name_address
fac_0d42bf402c8c2470,당근8899 메디마켓,서구,"인천광역시 서구 봉수대로1440번길 4, 상가동 102호 (왕길동, 검단풍림아이원아파트)",2,2,incheon_elderly | nhis_ltc,복지용구제공사업소 | 재가노인복지시설 복지용구,obs_20dd342fd33b3450 | obs_9fecb186f64c637d,exact_normalized_district_name_address
fac_0d4b752d19b76278,서창요양원1호점,남동구,"인천광역시 남동구 매소홀로 1090, 301호 (서창동)",2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_0eca867890981232 | obs_f5baffdd21b703e5,exact_normalized_district_name_address
fac_0d5fadfb787aadee,계양다사랑복지센터,계양구,"인천광역시 계양구 경명대로 1077 501, 502호 (계산동, 로얄프라자)",3,1,nhis_ltc,재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_15bbaeab063c8ee8 | obs_6390e202bdd195ed | obs_d67b3eb64151cc8b,exact_normalized_district_name_address
fac_0da277f0998be1e6,우리집주간보호센터,남동구,"인천광역시 남동구 호구포로 832, 4층 (구월동)",2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_12cf5d1f71d8207d | obs_717020f0d820055c,exact_normalized_district_name_address
fac_0da6f12ba4e762b4,교동재가복지센타,강화군,인천광역시 강화군 교동면 대룡안길 6 (교동면),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0f65059daed041c3 | obs_3f6557776d328616,exact_normalized_district_name_address
fac_0db8a683ef839930,승진노인복지센터,남동구,"인천광역시 남동구 논고개로123번길 45, 303호(논현동, 태성프라자)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_3356278cd18884ba | obs_ae0043ea4f4baa38 | obs_b282543e5f18029d | obs_b7d076b10d65f0f2,exact_normalized_district_name_address
fac_0dc747449baf4e36,미라재가복지센터,계양구,"인천광역시 계양구 아나지로 311, 동보아파트상가동 1층 115호 (작전동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_1d9f0c65cb374a7e | obs_237d9a664a392474 | obs_53e6bd19c6242bd2 | obs_c6aa74c026975040,exact_normalized_district_name_address
fac_0ddea71c1f9eface,축복요양원,남동구,"인천광역시 남동구 석정로 467, 3층 (간석동, 화성빌딩)",2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_2ab1921a5a3d58fe | obs_357cc5d638e5ecd1,exact_normalized_district_name_address
fac_0df9bf31f3c2f0c5,인정노인복지센터,남동구,"인천광역시 남동구 석산로184번길 1 (간석동, 3층)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0e06a82a6c6f952e | obs_ac872eb8d3378a1d,exact_normalized_district_name_address
fac_0e245c7e04a13d79,경인실버복지센터,미추홀구,"인천광역시 미추홀구 비룡길39번길 5-1, 1층 (용현동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0e076da945392702 | obs_c7f4ca82eb119536 | obs_c887d437670f1496 | obs_fd51a3b642a8edce,exact_normalized_district_name_address
fac_0e4a37162824436b,새봄요양원,계양구,"인천광역시 계양구 오조산로 91, 301호 (용종동, 새롬2차프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_57e76828bbc719c7 | obs_f91eb63ccff7d0f6,exact_normalized_district_name_address
fac_0e9f80f230a21b9a,인일효노인복지센터,미추홀구,"인천광역시 미추홀구 한나루로 604, 1801호 (도화동, 롯데월드타워)",6,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 단기보호 | 재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호,obs_5c26fbe9bbd09565 | obs_9d17574f40fe8a33 | obs_c14e79258a82c2b4 | obs_c6506de49a0de8fe | obs_f0b5fe0dce4f1676 | obs_f4778f6b67c29018,exact_normalized_district_name_address
fac_0ea56b31a9174c26,백암시니어복지센터,미추홀구,"인천광역시 미추홀구 매소홀로418번길 14-57, 다동 1~3층 (학익동)",2,2,incheon_elderly | michuhol_elderly,방문요양 | 재가노인복지시설,obs_29c717b64a745781 | obs_50366503aed2fe12,exact_normalized_district_name_address
fac_0eda5c6b1e3c2a74,(A+)봄울노인복지센터,계양구,인천광역시 계양구 임학안로6번길 4 (임학동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_2db7dc7b1715eb91 | obs_79c46c181c80fe5e,exact_normalized_district_name_address
fac_0ee189dfb72e7056,우리방문요양복지센터,서구,"인천광역시 서구 원당대로840번길 21, 제상가1동 201호 (당하동, 풍림아이원아파트상가)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_390e94610394a1af | obs_856b134b42868d18 | obs_99387f80e7d43bbe | obs_9c9bc0602e35d1e9,exact_normalized_district_name_address
fac_0f071ca8888d5474,다사랑주야간보호센터,남동구,"인천광역시 남동구 논고개로 81 7층 (논현동, 우리들메디타워)",2,1,nhis_ltc,재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호,obs_97aac705384c1347 | obs_97acc4559b58cd7b,exact_normalized_district_name_address
fac_0f3aa5b3e8992579,사랑나눔회 복지센터,서구,"인천광역시 서구 승학로495번길 4-1 112호 (검암동, 다복빌딩)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0fdd6701fdb2d2d0 | obs_379d261dee77ccb2 | obs_df198aec2aa3ff07 | obs_e2c2a48042d68576,exact_normalized_district_name_address
fac_0f7372452c796967,복사꽃재가노인복지센터,남동구,"인천광역시 남동구 소래역남로16번길 8-7, 404호 (논현동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_09221dcfe99c0830 | obs_83076ba211e01d36 | obs_cb6e6e83d41c14b0 | obs_e3dbf92c483140d2,exact_normalized_district_name_address
fac_0fdb55f9c89bcd31,원케어재가방문요양센터,부평구,"인천광역시 부평구 장제로222번길 17, 1층 (부개동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_802101e1486b04c6 | obs_c433c56617960cf4,exact_normalized_district_name_address
fac_0feac7ca9efbaf5e,계양연세노인복지센터,계양구,인천광역시 계양구 효서로 124-1(효성동),3,1,incheon_elderly,방문목욕 | 방문요양 | 복지용구,obs_1e433fde50a11e07 | obs_591e7d6b1f180cf2 | obs_ddaa55441e00e6fc,exact_normalized_district_name_address
fac_0feb8159fe25e049,더나은재가복지센터,미추홀구,"인천광역시 미추홀구 주승로 22, 101-5,6호 (학익동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_8bec8c2709625f63 | obs_f4b4c809fa4c720b,exact_normalized_district_name_address
fac_1004761b1d3a8f20,히스케어방문요양센터,남동구,"인천광역시 남동구 호구포로 857, 2층 (구월동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_7b3ef787388ed157 | obs_db917c4186e84069,exact_normalized_district_name_address
fac_106f726d13c28322,계양다사랑요양원,계양구,"인천광역시 계양구 계산로 148, 4층 (계산동)",3,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_a5fd09e8686dd710 | obs_b64e5e4e393a1a83 | obs_d807784e239e4c97,exact_normalized_district_name_address
